,step,ms_reward,ms_phase,ms_policy,mn_reward,mn_phase,mn_policy,pg_reward,pg_phase,pg_policy,hn_reward,hn_phase,hn_policy,dz_reward,dz_phase,dz_policy
613,3365,885,1,[0.21184053 0.78815943],25,1,[0.12232105 0.877679  ],36,1,[0.46415374 0.5358462 ],-261,1,[0.619931   0.19023198 0.189837  ],-737,1,[0.69947445 0.04297171 0.1190654  0.13848852]
614,3370,885,1,[0.17361468 0.8263854 ],30,1,[0.12183181 0.8781682 ],45,1,[0.48712048 0.5128795 ],-248,1,[0.6199559  0.19022337 0.18982068],-729,1,[0.69947445 0.04297171 0.1190654  0.13848852]
615,3375,884,1,[0.21491995 0.7850801 ],36,1,[0.18151063 0.8184893 ],49,1,[0.42921785 0.5707821 ],-243,1,[0.6346436  0.18508485 0.18027157],-721,1,[0.69946706 0.04297352 0.11906753 0.13849187]
616,3380,888,1,[0.1929278  0.80707216],40,1,[0.17974132 0.8202586 ],57,1,[0.3973536  0.60264635],-241,1,[0.64693546 0.1806792  0.17238529],-714,1,[0.6994724  0.0429722  0.11906599 0.13848943]
617,3385,894,1,[0.19617997 0.80382   ],50,1,[0.16109659 0.8389034 ],66,1,[0.40359202 0.59640795],-236,1,[0.63549346 0.1847833  0.17972317],-708,1,[0.69947445 0.04297171 0.11906542 0.13848853]
618,3390,895,1,[0.2241015 0.7758985],53,1,[0.16312306 0.8368769 ],71,1,[0.3555664  0.64443356],-231,1,[0.6439028  0.18177511 0.17432216],-705,1,[0.69947445 0.04297171 0.1190654  0.13848852]
619,3395,894,1,[0.23691139 0.76308864],55,1,[0.13692626 0.8630737 ],73,1,[0.36747068 0.6325293 ],-227,1,[0.64928454 0.17982632 0.17088912],-701,1,[0.69947445 0.04297171 0.1190654  0.13848852]
620,3400,894,1,[0.20471099 0.795289  ],61,1,[0.14747205 0.8525279 ],78,1,[0.35566172 0.6443383 ],-225,1,[0.6505252  0.17937444 0.1701003 ],-699,1,[0.6994742  0.04297175 0.11906544 0.13848859]
621,3405,894,1,[0.22445783 0.7755422 ],64,1,[0.19400701 0.80599296],83,1,[0.3194658 0.6805342],-219,1,[0.6431643  0.18204105 0.17479461],-697,1,[0.69947445 0.04297171 0.1190654  0.13848852]
622,3410,896,1,[0.26506835 0.73493165],69,1,[0.18147174 0.81852823],91,1,[0.3577009 0.6422992],-216,1,[0.633763   0.18539679 0.18084022],-692,1,[0.69947445 0.04297171 0.1190654  0.13848852]
623,3415,897,1,[0.1924264 0.8075736],79,1,[0.11990677 0.8800933 ],97,1,[0.40043774 0.5995622 ],-213,1,[0.6390624  0.18351212 0.1774255 ],-690,1,[0.69947445 0.04297171 0.1190654  0.13848852]
624,3420,901,1,[0.24485852 0.75514144],82,1,[0.16388173 0.8361182 ],107,1,[0.39955437 0.6004456 ],-206,1,[0.6355768  0.18475372 0.17966945],-685,1,[0.69947445 0.04297171 0.1190654  0.13848852]
625,3425,902,1,[0.24182805 0.758172  ],83,1,[0.12214102 0.877859  ],113,1,[0.29997364 0.7000264 ],-198,1,[0.6478188  0.18035887 0.17182223],-683,1,[0.69947445 0.04297171 0.1190654  0.13848852]
626,3430,910,1,[0.19154967 0.8084504 ],86,1,[0.07140876 0.9285912 ],115,1,[0.39389458 0.6061054 ],-192,1,[0.6464463  0.1808564  0.17269741],-680,1,[0.69947445 0.04297171 0.1190654  0.13848852]
627,3435,912,1,[0.19435659 0.8056434 ],88,1,[0.08771536 0.9122847 ],118,1,[0.44507775 0.5549222 ],-185,1,[0.6226881 0.1892779 0.188034 ],-672,1,[0.69947445 0.04297171 0.1190654  0.13848852]
628,3440,913,1,[0.19263513 0.8073649 ],88,1,[0.06098752 0.93901247],118,1,[0.30001014 0.69998986],-183,1,[0.6288246  0.18713705 0.18403842],-716,1,[0.6994669  0.04297356 0.11906758 0.13849193]
629,3445,923,2,[0.2050999 0.7949001],96,2,[0.08332478 0.91667527],121,2,[0.2503206 0.7496794],-184,2,[0.6481921  0.18022339 0.17158449],-718,4,[0.69947416 0.04297177 0.11906547 0.13848862]
630,3450,931,2,[0.22317962 0.77682036],98,2,[0.16661291 0.83338714],124,2,[0.32688555 0.6731144 ],-186,2,[0.62693447 0.18779898 0.18526652],-717,4,[0.69947445 0.04297171 0.11906542 0.13848853]
631,3455,938,2,[0.23527943 0.7647206 ],97,2,[0.2418413  0.75815874],126,2,[0.23542114 0.7645789 ],-187,2,[0.6209751  0.1898713  0.18915372],-718,4,[0.69947445 0.04297171 0.1190654  0.13848852]
632,3460,941,2,[0.20155534 0.7984446 ],97,2,[0.19190021 0.80809975],126,2,[0.15646106 0.8435389 ],-188,2,[0.6200255  0.19019933 0.1897751 ],-718,4,[0.69947445 0.04297171 0.1190654  0.13848852]
633,3465,946,2,[0.20654698 0.793453  ],96,2,[0.12973629 0.87026376],126,2,[0.42399624 0.57600373],-189,2,[0.6199309  0.19023201 0.18983702],-718,4,[0.69947445 0.04297171 0.1190654  0.13848852]
634,3470,950,2,[0.19759649 0.8024035 ],96,2,[0.12386819 0.8761318 ],125,2,[0.4003234  0.59967655],-191,2,[0.61993074 0.19023205 0.18983713],-717,4,[0.69947445 0.04297171 0.1190654  0.13848852]
635,3475,955,2,[0.19047052 0.8095294 ],96,2,[0.1286999 0.8713001],125,2,[0.32098454 0.67901546],-192,2,[0.61993045 0.19023219 0.18983735],-718,4,[0.69947445 0.04297171 0.1190654  0.13848852]
636,3480,955,2,[0.22569525 0.7743047 ],95,2,[0.11726033 0.88273966],124,2,[0.44477493 0.5552251 ],-193,2,[0.61993045 0.19023219 0.18983737],-718,4,[0.69947445 0.04297171 0.1190654  0.13848852]
637,3485,928,1,[0.42413267 0.5758673 ],16,1,[0.14705057 0.8529494 ],18,1,[0.52786666 0.47213334],-315,1,[0.61993045 0.19023219 0.18983737],-789,1,[0.69947445 0.04297171 0.1190654  0.13848852]
638,3490,934,1,[0.3125334  0.68746656],28,1,[0.13412268 0.8658773 ],21,1,[0.23727928 0.7627207 ],-307,1,[0.61993045 0.19023219 0.18983737],-783,1,[0.69947445 0.04297171 0.1190654  0.13848852]
639,3495,940,1,[0.27812865 0.7218713 ],34,1,[0.13713095 0.8628691 ],24,1,[0.22927648 0.7707235 ],-298,1,[0.6199313  0.1902319  0.18983681],-779,1,[0.69947445 0.04297171 0.1190654  0.13848852]
640,3500,940,1,[0.24993455 0.7500655 ],41,1,[0.09176533 0.90823466],29,1,[0.18701746 0.81298256],-286,1,[0.6534434  0.17758569 0.168971  ],-775,1,[0.70506585 0.04077926 0.11743215 0.1367228 ]
641,3505,940,1,[0.27685446 0.7231456 ],45,1,[0.09799802 0.9020019 ],34,1,[0.23594275 0.7640572 ],-278,1,[0.6534434  0.17758569 0.168971  ],-771,1,[0.70506585 0.04077926 0.11743215 0.1367228 ]
642,3510,939,1,[0.1967444 0.8032556],50,1,[0.10834311 0.8916569 ],39,1,[0.18998523 0.8100148 ],-271,1,[0.6534434  0.17758569 0.168971  ],-765,1,[0.70506585 0.04077926 0.11743215 0.1367228 ]
643,3515,940,1,[0.23893644 0.7610635 ],59,1,[0.093472   0.90652806],46,1,[0.22369142 0.7763086 ],-266,1,[0.6534434  0.17758569 0.168971  ],-756,1,[0.70506555 0.04077933 0.11743223 0.13672294]
644,3520,947,1,[0.17074163 0.8292583 ],63,1,[0.08052836 0.9194716 ],54,1,[0.22989656 0.7701035 ],-264,1,[0.6534434  0.17758569 0.168971  ],-753,1,[0.7050658  0.04077927 0.11743216 0.13672282]
645,3525,950,1,[0.17584251 0.8241575 ],69,1,[0.07944163 0.92055833],63,1,[0.23276514 0.7672349 ],-260,1,[0.6534434  0.17758569 0.168971  ],-751,1,[0.7050658  0.04077926 0.11743215 0.1367228 ]
646,3530,950,1,[0.14397143 0.85602856],77,1,[0.11407433 0.8859257 ],72,1,[0.29716483 0.70283514],-255,1,[0.6534434  0.17758569 0.168971  ],-749,1,[0.70506585 0.04077926 0.11743215 0.1367228 ]
647,3535,950,1,[0.11869189 0.88130814],85,1,[0.09866097 0.901339  ],79,1,[0.26582384 0.73417616],-252,1,[0.6534434  0.17758569 0.168971  ],-747,1,[0.70506585 0.04077926 0.11743215 0.1367228 ]
648,3540,950,1,[0.14291522 0.8570848 ],94,1,[0.20316914 0.79683083],88,1,[0.23953564 0.7604644 ],-244,1,[0.6534434  0.17758569 0.168971  ],-743,1,[0.70506585 0.04077926 0.11743215 0.1367228 ]
649,3545,953,1,[0.1346279  0.86537206],98,1,[0.17598622 0.8240138 ],95,1,[0.3002666 0.6997334],-236,1,[0.6534434  0.17758569 0.168971  ],-743,1,[0.70506585 0.04077926 0.11743215 0.1367228 ]
650,3550,955,1,[0.1481606 0.8518394],101,1,[0.1754688 0.8245312],105,1,[0.22246356 0.77753645],-228,1,[0.6534434  0.17758569 0.168971  ],-739,1,[0.70506585 0.04077926 0.11743215 0.1367228 ]
651,3555,956,1,[0.14011632 0.85988367],106,1,[0.18160789 0.81839216],115,1,[0.22702156 0.7729785 ],-222,1,[0.6534434  0.17758569 0.168971  ],-733,1,[0.70506585 0.04077926 0.11743215 0.1367228 ]
652,3560,958,1,[0.13151908 0.868481  ],111,1,[0.15343465 0.84656537],120,1,[0.23759246 0.76240754],-214,1,[0.6534434  0.17758569 0.168971  ],-723,1,[0.70506585 0.04077926 0.11743215 0.1367228 ]
653,3565,961,1,[0.15279983 0.84720016],113,1,[0.16504234 0.8349576 ],128,1,[0.21272214 0.7872779 ],-204,1,[0.6534434  0.17758569 0.168971  ],-717,1,[0.70506585 0.04077926 0.11743215 0.1367228 ]
654,3570,966,1,[0.1371773  0.86282265],115,1,[0.18102196 0.81897795],133,1,[0.25034696 0.749653  ],-199,1,[0.6534434  0.17758569 0.168971  ],-710,1,[0.70506585 0.04077926 0.11743215 0.1367228 ]
655,3575,968,1,[0.15415454 0.84584546],114,1,[0.12258458 0.8774154 ],136,1,[0.26551044 0.73448956],-199,1,[0.6534434  0.17758569 0.168971  ],-759,1,[0.7050658  0.04077926 0.11743215 0.1367228 ]
656,3580,962,2,[0.18668462 0.8133154 ],119,2,[0.0795908  0.92040926],140,2,[0.27688926 0.72311074],-200,2,[0.6534434  0.17758569 0.168971  ],-761,4,[0.70506585 0.04077926 0.11743215 0.1367228 ]
657,3585,969,2,[0.20517644 0.7948236 ],120,2,[0.20129663 0.7987034 ],141,2,[0.42197606 0.57802397],-202,2,[0.6534434  0.17758569 0.168971  ],-759,4,[0.70506585 0.04077926 0.11743215 0.1367228 ]
658,3590,977,2,[0.21951269 0.7804873 ],119,2,[0.16645782 0.8335421 ],143,2,[0.38248122 0.61751884],-203,2,[0.6534434  0.17758569 0.168971  ],-759,4,[0.70506585 0.04077926 0.11743215 0.1367228 ]
659,3595,978,2,[0.21075493 0.78924507],119,2,[0.10072015 0.89927983],144,2,[0.50536877 0.49463126],-204,2,[0.6534434  0.17758569 0.168971  ],-758,4,[0.70506585 0.04077926 0.11743215 0.1367228 ]
